poNo,poDate,etaDate,vendor,recDate,status,cutPo,user1,user2,user3,user4,user5,user6,startDate,cancelDate,shipDate,division,shipVia,orderNo,customer,custName,customerPo,parentPoNo,season,grp,category,compType,style,color,podStatus,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size11,size12,size13,size14,size15,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,totalUnit,price,extPrice,uom,warehouse,podEtaDate,cancelReason,cancelReasonDate,cost,extCost,recQty,balQty,soType,unit1,unit2,unit3,unit4,unit5,unit6,unit7,unit8,unit9,unit10,unit11,unit12,unit13,unit14,unit15
153,4/21/2026,5/19/2026,STENUE,4/21/2026,Closed,PO,,,,,,,4/21/2026,5/19/2026,4/21/2026,ELEVATOR DISCO,                    ,146,LULUS,LULU'S FASHION LOUNGE,220215,0,                    ,LULUS,                    ,Style,FRD1989,CREAM,Closed,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,5,54,117,122,86,56,10,0,0,0,0,0,0,0,0,450,16.8,7560,,STANFORD,5/19/2026,,,16.8,7560,435,15,NEW,XXS / 5,XS / 54,S / 117,M / 122,L / 86,XL / 56,XXL / 10,,,,,,,,
154,4/21/2026,5/19/2026,STENUE,4/21/2026,Closed,PO,,,,,,,4/21/2026,5/19/2026,4/21/2026,ELEVATOR DISCO,                    ,136,LULUS,LULU'S FASHION LOUNGE,218817,0,                    ,LULUS,                    ,Style,WS-EDX2715A,LIGHT BLUE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,87,164,152,76,47,0,0,0,0,0,0,0,0,0,0,526,0,0,,STANFORD,5/19/2026,,,0,0,511,15,NEW,XS / 87,S / 164,M / 152,L / 76,XL / 47,,,,,,,,,,
155,4/21/2026,5/19/2026,STENUE,4/21/2026,Closed,PO,,,,,,,4/21/2026,5/19/2026,4/21/2026,ELEVATOR DISCO,                    ,137,LULUS,LULU'S FASHION LOUNGE,218823,0,                    ,LULUS,                    ,Style,WS-FRD1644,WHITE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,49,100,90,47,14,0,0,0,0,0,0,0,0,0,0,300,0,0,,STANFORD,5/19/2026,,,0,0,310,-10,NEW,XS / 49,S / 100,M / 90,L / 47,XL / 14,,,,,,,,,,
156,4/21/2026,5/19/2026,STENUE,4/21/2026,Closed,PO,,,,,,,4/21/2026,5/19/2026,4/21/2026,ELEVATOR DISCO,                    ,138,LULUS,LULU'S FASHION LOUNGE,218862,0,                    ,                    ,DRESSES,Style,ED1649CP,CRM/PRPL/MULTI,Closed,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,6,62,130,148,81,43,5,0,0,0,0,0,0,0,0,475,0,0,,STANFORD,5/19/2026,,,0,0,498,-23,NEW,XXS / 6,XS / 62,S / 130,M / 148,L / 81,XL / 43,XXL / 5,,,,,,,,
157,4/21/2026,5/19/2026,STENUE,4/21/2026,Closed,PO,,,,,,,4/21/2026,5/19/2026,4/21/2026,ELEVATOR DISCO,                    ,141,LULUS,LULU'S FASHION LOUNGE,219409,0,                    ,LULUS,                    ,Style,FRD1806,IVORY,Closed,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,6,78,111,127,50,28,0,0,0,0,0,0,0,0,0,400,15.8,6320,,STANFORD,5/19/2026,,,15.8,6320,403,-3,NEW,XXS / 6,XS / 78,S / 111,M / 127,L / 50,XL / 28,XXL / 0,,,,,,,,
158,4/21/2026,5/19/2026,STENUE,4/21/2026,Closed,PO,,,,,,,4/21/2026,5/19/2026,4/21/2026,ELEVATOR DISCO,                    ,143,LULUS,LULU'S FASHION LOUNGE,219769,0,                    ,LULUS,                    ,Style,FRD2280,LIGHT PINK,Closed,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,38,85,101,74,52,0,0,0,0,0,0,0,0,0,0,350,0,0,,STANFORD,5/19/2026,,,0,0,344,6,NEW,XXS / 38,XS / 85,S / 101,M / 74,L / 52,XL / 0,XXL / 0,,,,,,,,
159,4/21/2026,7/16/2026,STENUE,1/1/1900,Open,PO,,,,,,,6/18/2026,7/16/2026,6/18/2026,ELEVATOR DISCO,                    ,1372,NUULY,NUULY,7067832,0,FW26,26-Aug,DRESSES,Style,EVD1078,LIGHT BROWN,Open,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,17,36,33,17,0,0,0,0,0,0,0,0,0,0,0,103,17.6,1812.8,,STANFORD,7/16/2026,,,0,0,0,103,NEW,XS / 17,S / 36,M / 33,L / 17,XL / 0,,,,,,,,,,
161,4/21/2026,5/19/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/21/2026,5/19/2026,4/21/2026,ELEVATOR DISCO,                    ,161,LULUS,LULU'S FASHION LOUNGE,221678,0,                    ,LULUS,                    ,Style,FSET8043A,CHAMPAGNE,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,0,30,68,60,30,12,0,0,0,0,0,0,0,0,0,200,13.2,2640,,STANFORD,5/19/2026,,,13.2,2640,0,200,NEW,XXS / 0,XS / 30,S / 68,M / 60,L / 30,XL / 12,XXL / 0,,,,,,,,
162,4/21/2026,5/19/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/21/2026,5/19/2026,4/21/2026,ELEVATOR DISCO,                    ,170,LULUS,LULU'S FASHION LOUNGE,222403,0,                    ,LULUS,                    ,Style,SETD1072,IVORY,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,5,40,79,85,32,10,0,0,0,0,0,0,0,0,0,251,10.2,2560.2,,STANFORD,5/19/2026,,,10.2,2560.2,0,251,NEW,XXS / 5,XS / 40,S / 79,M / 85,L / 32,XL / 10,XXL / 0,,,,,,,,
163,4/21/2026,5/19/2026,STENUE,1/1/1900,Closed,PO,,,,,,,4/21/2026,5/19/2026,4/21/2026,ELEVATOR DISCO,                    ,163,LULUS,LULU'S FASHION LOUNGE,221700,0,                    ,LULUS,                    ,Style,ED1435,MUSTARD WHITE,Closed,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,2,49,110,100,54,33,3,0,0,0,0,0,0,0,0,351,10,3510,,STANFORD,5/19/2026,,,10,3510,0,351,NEW,XXS / 2,XS / 49,S / 110,M / 100,L / 54,XL / 33,XXL / 3,,,,,,,,
164,4/21/2026,5/19/2026,STENUE,1/1/1900,Open,PO,,,,,,,4/21/2026,5/19/2026,4/21/2026,ELEVATOR DISCO,                    ,162,LULUS,LULU'S FASHION LOUNGE,221679,0,                    ,LULUS,                    ,Style,SET8142,IVORY BLUE,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,0,17,91,57,29,6,0,0,0,0,0,0,0,0,0,200,0,0,,STANFORD,5/19/2026,,,0,0,0,200,NEW,XXS / 0,XS / 17,S / 91,M / 57,L / 29,XL / 6,XXL / 0,,,,,,,,
165,4/21/2026,5/19/2026,STENUE,1/1/1900,Closed,PO,,,,,,,4/21/2026,5/19/2026,4/21/2026,ELEVATOR DISCO,                    ,165,LULUS,LULU'S FASHION LOUNGE,222301,0,                    ,LULUS,                    ,Style,FRD1226,IVORY,Closed,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,7,58,113,104,36,30,3,0,0,0,0,0,0,0,0,351,14,4914,,STANFORD,5/19/2026,,,14,4914,0,351,NEW,XXS / 7,XS / 58,S / 113,M / 104,L / 36,XL / 30,XXL / 3,,,,,,,,
166,4/21/2026,5/19/2026,STENUE,5/8/2026,Closed,PO,,,,,,,4/21/2026,5/19/2026,4/21/2026,ELEVATOR DISCO,                    ,166,LULUS,LULU'S FASHION LOUNGE,222353,0,                    ,LULUS,                    ,Style,FSET8097T,CREAM LAVENDER IVORY,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,31,59,62,31,17,0,0,0,0,0,0,0,0,0,0,200,6.4,1280,,STANFORD,5/19/2026,,,6.4,1280,194,6,NEW,XS / 31,S / 59,M / 62,L / 31,XL / 17,,,,,,,,,,
167,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1457,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,SKIRTS,Style,CS1001,CREAM,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,10,20,20,10,0,0,0,0,0,0,0,0,0,0,0,60,9.5,570,                    ,STANFORD,5/20/2026,,,9.5,570,83,-23,                    ,XS / 10,S / 20,M / 20,L / 10,XL / 0,,,,,,,,,,
168,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1464,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,CT1001,WHITE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,10,20,20,10,0,0,0,0,0,0,0,0,0,0,0,60,9.9,594,                    ,STANFORD,5/20/2026,,,9.9,594,86,-26,                    ,XS / 10,S / 20,M / 20,L / 10,XL / 0,,,,,,,,,,
169,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1472,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,CT1034,BLACK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,16,32,32,16,0,0,0,0,0,0,0,0,0,0,0,96,8,768,                    ,STANFORD,5/20/2026,,,8,768,86,10,                    ,XS / 16,S / 32,M / 32,L / 16,XL / 0,,,,,,,,,,
170,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1454,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,PANTS,Style,CP1018,WHITE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,8,16,16,8,0,0,0,0,0,0,0,0,0,0,0,48,14,672,                    ,STANFORD,5/20/2026,,,14,672,37,11,                    ,XS / 8,S / 16,M / 16,L / 8,XL / 0,,,,,,,,,,
171,4/22/2026,4/22/2026,STENUE,5/5/2026,Closed,PO,P1345,,,,,,,5/20/2026,,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-Jun,DRESSES,Style,CD1031A,BLACK WHITE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,16,32,32,16,0,0,0,0,0,0,0,0,0,0,0,96,13,1248,                    ,STANFORD,4/22/2026,,,13,1248,96,0,                    ,XS / 16,S / 32,M / 32,L / 16,XL / 0,,,,,,,,,,
172,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1448,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,SHORTS,Style,CP1012,PINK BROWN,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,8,16,16,8,0,0,0,0,0,0,0,0,0,0,0,48,7.2,345.6,                    ,STANFORD,5/20/2026,,,7.2,345.6,42,6,                    ,XS / 8,S / 16,M / 16,L / 8,XL / 0,,,,,,,,,,
174,4/22/2026,5/20/2026,STENUE,5/7/2026,Closed,PO,,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,CT1023,BLUE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,26,52,52,26,0,0,0,0,0,0,0,0,0,0,0,156,14.6,2277.6,                    ,STANFORD,5/20/2026,,,14.6,2277.6,227,-71,                    ,XS / 26,S / 52,M / 52,L / 26,XL / 0,,,,,,,,,,
175,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1476,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,CT1056,BLUE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,7,14,14,7,0,0,0,0,0,0,0,0,0,0,0,42,8,336,                    ,STANFORD,5/20/2026,,,8,336,57,-15,                    ,XS / 7,S / 14,M / 14,L / 7,XL / 0,,,,,,,,,,
176,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1450,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,SHORTS,Style,CP1016,BLUE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,24,48,48,24,0,0,0,0,0,0,0,0,0,0,0,144,9.9,1425.6,                    ,STANFORD,5/20/2026,,,9.9,1425.6,227,-83,                    ,XS / 24,S / 48,M / 48,L / 24,XL / 0,,,,,,,,,,
177,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1459,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,SKIRTS,Style,CS1010,WHITE MULTI,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,15,30,30,15,0,0,0,0,0,0,0,0,0,0,0,90,11.5,1035,                    ,STANFORD,5/20/2026,,,11.5,1035,56,34,                    ,XS / 15,S / 30,M / 30,L / 15,XL / 0,,,,,,,,,,
179,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1475,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,CT1048,WHITE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,27,54,54,27,0,0,0,0,0,0,0,0,0,0,0,162,11.6,1879.2,                    ,STANFORD,5/20/2026,,,11.6,1879.2,167,-5,                    ,XS / 27,S / 54,M / 54,L / 27,XL / 0,,,,,,,,,,
180,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1455,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,SKIRTS,Style,CP1021,MINT,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,11,22,22,11,0,0,0,0,0,0,0,0,0,0,0,66,11.2,739.2,                    ,STANFORD,5/20/2026,,,11.2,739.2,71,-5,                    ,XS / 11,S / 22,M / 22,L / 11,XL / 0,,,,,,,,,,
181,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1470,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,CT1030,MINT,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,12,24,24,12,0,0,0,0,0,0,0,0,0,0,0,72,10,720,                    ,STANFORD,5/20/2026,,,10,720,73,-1,                    ,XS / 12,S / 24,M / 24,L / 12,XL / 0,,,,,,,,,,
182,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,TOPS,Style,CT1022,BLUE MULTI,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,10,20,20,10,0,0,0,0,0,0,0,0,0,0,0,60,9,540,                    ,STANFORD,5/20/2026,,,9,540,60,0,                    ,XS / 10,S / 20,M / 20,L / 10,XL / 0,,,,,,,,,,
183,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1449,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,SHORTS,Style,CP1014,BLUE MULTI,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,10,20,20,10,0,0,0,0,0,0,0,0,0,0,0,60,8.8,528,                    ,STANFORD,5/20/2026,,,8.8,528,63,-3,                    ,XS / 10,S / 20,M / 20,L / 10,XL / 0,,,,,,,,,,
184,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-Jun,DRESSES,Style,FRD2362,YELLOW PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,10,20,20,10,0,0,0,0,0,0,0,0,0,0,0,60,12.8,768,                    ,STANFORD,5/20/2026,,,12.8,768,44,16,                    ,XS / 10,S / 20,M / 20,L / 10,XL / 0,,,,,,,,,,
185,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-Jun,SKIRTS,Style,CS1017,PINK MULTI,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,8,16,16,8,0,0,0,0,0,0,0,0,0,0,0,48,9.8,470.4,                    ,STANFORD,5/20/2026,,,9.8,470.4,51,-3,                    ,XS / 8,S / 16,M / 16,L / 8,XL / 0,,,,,,,,,,
186,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-Jun,TOPS,Style,CT1037,PINK MULTI,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,8,16,16,8,0,0,0,0,0,0,0,0,0,0,0,48,8.5,408,                    ,STANFORD,5/20/2026,,,8.5,408,9,39,                    ,XS / 8,S / 16,M / 16,L / 8,XL / 0,,,,,,,,,,
187,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1348,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,CD1060,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,10,20,20,10,0,0,0,0,0,0,0,0,0,0,0,60,18.5,1110,                    ,STANFORD,5/20/2026,,,18.5,1110,98,-38,                    ,XS / 10,S / 20,M / 20,L / 10,XL / 0,,,,,,,,,,
188,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1456,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,PANTS,Style,CP1028,WHITE BLUE,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,8,16,16,8,0,0,0,0,0,0,0,0,0,0,0,48,15.7,753.6,                    ,STANFORD,5/20/2026,,,15.7,753.6,16,32,                    ,XS / 8,S / 16,M / 16,L / 8,XL / 0,,,,,,,,,,
189,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1478,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-May,DRESSES,Style,EDX2815V,PINK,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,7,14,14,7,0,0,0,0,0,0,0,0,0,0,0,42,13.8,579.6,                    ,STANFORD,5/20/2026,,,13.8,579.6,30,12,                    ,XS / 7,S / 14,M / 14,L / 7,XL / 0,,,,,,,,,,
190,4/22/2026,5/20/2026,STENUE,5/6/2026,Closed,PO,P1346,,,,,,4/22/2026,5/20/2026,4/22/2026,ELEVATOR DISCO,,0,                    ,                                                  ,                    ,0,SS26,26-Jun,DRESSES,Style,CD1050,PINK MULTI,Closed,XS,S,M,L,XL,          ,          ,          ,          ,          ,          ,          ,          ,          ,          ,15,30,30,15,0,0,0,0,0,0,0,0,0,0,0,90,14.5,1305,                    ,STANFORD,5/20/2026,,,14.5,1305,100,-10,                    ,XS / 15,S / 30,M / 30,L / 15,XL / 0,,,,,,,,,,
191,4/22/2026,7/9/2026,STENUE,1/1/1900,Open,PO,,,,,,,6/18/2026,7/9/2026,6/18/2026,FREESIA,                    ,1625,LULUS,LULU'S FASHION LOUNGE,225571,0,                    ,LULUS,                    ,Style,FSET8043,IVORY BLUE,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,0,38,100,100,40,22,0,0,0,0,0,0,0,0,0,300,13.3,3990,,STANFORD,7/9/2026,,,0,0,0,300,NEW,XXS / 0,XS / 38,S / 100,M / 100,L / 40,XL / 22,XXL / 0,,,,,,,,
192,4/22/2026,,STENUE,1/1/1900,Open,PO,,,,,,,6/4/2026,6/26/2026,,FREESIA,                    ,212,LULUS,LULU'S FASHION LOUNGE,225182,0,                    ,LULUS,                    ,Style,FRD1989,CREAM,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,5,54,117,122,90,58,4,0,0,0,0,0,0,0,0,450,16.8,7560,,STANFORD,5/20/2026,,,16.8,7560,0,450,REORDER,XXS / 5,XS / 54,S / 117,M / 122,L / 90,XL / 58,XXL / 4,,,,,,,,
193,4/22/2026,,                    ,1/1/1900,Open,Cut,,,,,,,6/12/2026,7/3/2026,,FREESIA,,0,                    ,                                                  ,                    ,0,                    ,LULUS,                    ,Style,ED1649D,GREEN FLORAL,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,9,32,98,108,33,17,2,0,0,0,0,0,0,0,0,299,11.2,3348.8,,STANFORD,,,,11.2,3348.8,0,299,                    ,XXS / 9,XS / 32,S / 98,M / 108,L / 33,XL / 17,XXL / 2,,,,,,,,
194,4/22/2026,,STENUE,1/1/1900,Open,PO,,,,,,,6/12/2026,7/3/2026,,FREESIA,                    ,211,LULUS,LULU'S FASHION LOUNGE,225180,0,                    ,LULUS,                    ,Style,ED1649D,GREEN FLORAL,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,9,32,98,108,33,17,2,0,0,0,0,0,0,0,0,299,11.2,3348.8,,STANFORD,,,,11.2,3348.8,0,299,REORDER,XXS / 9,XS / 32,S / 98,M / 108,L / 33,XL / 17,XXL / 2,,,,,,,,
195,4/22/2026,,STENUE,1/1/1900,Open,PO,,,,,,,6/12/2026,6/26/2026,,FREESIA,                    ,210,LULUS,LULU'S FASHION LOUNGE,225177,0,                    ,LULUS,                    ,Style,FRD1226,RUST,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,20,86,165,166,64,0,0,0,0,0,0,0,0,0,0,501,15.3,7665.3,,STANFORD,,,,15.3,7665.3,0,501,REORDER,XXS / 20,XS / 86,S / 165,M / 166,L / 64,XL / 0,XXL / 0,,,,,,,,
196,4/22/2026,,STENUE,1/1/1900,Open,PO,,,,,,,6/19/2026,7/10/2026,,FREESIA,                    ,209,LULUS,LULU'S FASHION LOUNGE,225169,0,                    ,LULUS,                    ,Style,EDD1125,PEACH,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,12,72,126,119,33,10,3,0,0,0,0,0,0,0,0,375,13.8,5175,,STANFORD,5/20/2026,,,13.8,5175,0,375,REORDER,XXS / 12,XS / 72,S / 126,M / 119,L / 33,XL / 10,XXL / 3,,,,,,,,
197,4/22/2026,,STENUE,1/1/1900,Open,PO,,,,,,,6/5/2026,6/26/2026,,FREESIA,                    ,208,LULUS,LULU'S FASHION LOUNGE,225166,0,                    ,LULUS,                    ,Style,EDX2047,LIME GREEN,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,8,66,122,105,27,17,5,0,0,0,0,0,0,0,0,350,10.5,3675,,STANFORD,,,,10.5,3675,0,350,REORDER,XXS / 8,XS / 66,S / 122,M / 105,L / 27,XL / 17,XXL / 5,,,,,,,,
198,4/22/2026,,STENUE,1/1/1900,Open,PO,,,,,,,6/4/2026,6/26/2026,,FREESIA,                    ,207,LULUS,LULU'S FASHION LOUNGE,225122,0,                    ,LULUS,                    ,Style,EDD1125,LT YLW/WHT/SILVER,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,8,115,198,200,44,17,18,0,0,0,0,0,0,0,0,600,13.8,8280,,STANFORD,,,,13.8,8280,0,600,REORDER,XXS / 8,XS / 115,S / 198,M / 200,L / 44,XL / 17,XXL / 18,,,,,,,,
199,4/22/2026,,STENUE,1/1/1900,Open,PO,,,,,,,6/12/2026,7/3/2026,,FREESIA,                    ,206,LULUS,LULU'S FASHION LOUNGE,225103,0,                    ,LULUS,                    ,Style,FRD2204,NAVY,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,5,21,108,124,91,56,0,0,0,0,0,0,0,0,0,405,13,5265,,STANFORD,,,,13.2,5346,0,405,NEW,XXS / 5,XS / 21,S / 108,M / 124,L / 91,XL / 56,XXL / 0,,,,,,,,
200,4/22/2026,,STENUE,1/1/1900,Open,PO,,,,,,,6/26/2026,7/17/2026,,FREESIA,                    ,1374,LULUS,LULU'S FASHION LOUNGE,225386,0,                    ,LULUS,                    ,Style,FSET8043M,SAGE,Open,XXS,XS,S,M,L,XL,XXL,          ,          ,          ,          ,          ,          ,          ,          ,4,20,107,100,50,17,3,0,0,0,0,0,0,0,0,301,13,3913,,STANFORD,,,,13,3913,0,301,REORDER,XXS / 4,XS / 20,S / 107,M / 100,L / 50,XL / 17,XXL / 3,,,,,,,,
